avg color red,avg color green,avg color blue,entropy of red,entropy of green,entropy of blue,avg entropy,width,height,aspect ratio,area,size,compression ratio,bit depth,total pixels,hue,saturation,value,hue median,saturation median,value median,output
58.92615,63.227025,61.827425,7.205224471,7.265229928,7.195510772,7.22198839,200,200,1,40000,8924,0.2231,24,40000,0.311237565,0.394996118,0.277205392,0.192307692,0.320512821,0.223529412,1
38.957,59.35555,75.3332,7.487830634,7.159116173,6.438116616,7.028354474,200,200,1,40000,13581,0.339525,24,40000,0.149002025,0.575311286,0.299,0.084745763,0.6,0.250980392,1
66.342825,72.464725,94.501625,7.212388986,6.75598509,6.763656875,6.910676984,200,200,1,40000,9720,0.243,24,40000,0.317985139,0.473024899,0.372725,0.054545455,0.402777778,0.329411765,1
182.965925,159.1127,156.93345,5.868161424,6.062799012,6.077750956,6.002903797,200,200,1,40000,11559,0.288975,24,40000,0.323402574,0.294027987,0.729006471,0.033333333,0.019920319,0.882352941,1
201.9083918,212.4264327,206.0990122,5.522339515,5.477696505,5.694755668,5.564930563,350,350,1,122500,24237,0.197853061,24,122500,0.307152354,0.207610678,0.880938904,0.166666667,0.02745098,0.996078431,1
144.295425,138.8789,135.30705,7.50732594,7.511891407,7.519896152,7.513037833,200,200,1,40000,10226,0.25565,24,40000,0.502576631,0.133178527,0.574646569,0.596491228,0.088757396,0.678431373,1
124.5038,142.907825,150.884775,7.116107702,7.040361657,6.717509276,6.957992878,200,200,1,40000,13272,0.3318,24,40000,0.21648119,0.343955487,0.604237353,0.159090909,0.248120301,0.62745098,1
167.7403,170.7449,194.25145,6.115866283,6.119895469,6.148097758,6.12795317,200,200,1,40000,11241,0.281025,24,40000,0.241093519,0.218323672,0.767472157,0.031152648,0.031372549,0.945098039,1
157.7558979,176.137262,186.9219173,5.965468419,5.968670998,5.97315173,5.969097049,1080,741,1.457489879,800280,66452,0.083035937,24,800280,0.245493406,0.304768549,0.806321361,0.224806202,0.19650655,0.890196078,1
183.7714,196.765,204.125475,5.703888174,5.739925705,5.777501082,5.74043832,200,200,1,40000,11632,0.2908,24,40000,0.097024921,0.159451294,0.804896078,0,0,0.941176471,1
235.513675,235.5047,235.4749,3.196045008,3.195527546,3.230410808,3.207327787,200,200,1,40000,8689,0.217225,24,40000,0.076802768,0.012864692,0.925753431,0,0,0.996078431,1
219.8664414,219.6415443,228.0507638,3.373903958,3.331463409,3.327461375,3.344276248,960,911,1.053787047,874560,87807,0.100401345,24,874560,0.057439632,0.042446886,0.894778457,0,0,0.980392157,1
69.8307,76.6102,63.67865,6.894811157,6.933406679,6.986667239,6.938295025,200,200,1,40000,10838,0.27095,24,40000,0.332451476,0.285565819,0.312749216,0.395061728,0.294871795,0.274509804,1
172.669675,180.273025,194.385925,5.79152012,5.767622748,5.816883874,5.792008914,200,200,1,40000,11614,0.29035,24,40000,0.144059106,0.175491486,0.765481373,0.045833333,0.015686275,0.97254902,1
138.613025,145.4897,138.179675,5.479535254,5.78139262,5.505391323,5.588773066,200,200,1,40000,11530,0.28825,24,40000,0.220337229,0.325581515,0.573653725,0.220588235,0.082758621,0.698039216,1
90.06916494,96.8975165,99.76991233,5.288885948,5.899321499,5.385938855,5.524715434,960,846,1.134751773,812160,76524,0.094222813,24,812160,0.219722609,0.516022945,0.417203058,0.204301075,0.6,0.239215686,1
60.91545395,68.38118391,97.62548404,5.866062332,5.836566604,5.791055629,5.831228189,834,745,1.119463087,621330,66086,0.106362159,24,621330,0.112942586,0.281388224,0.395691324,0.019675926,0.0859375,0.4,1
43.734925,42.677875,40.990275,3.889568973,4.102874398,4.238154769,4.076866047,200,200,1,40000,10721,0.268025,24,40000,0.10778463,0.156357768,0.173778824,0,0,0.003921569,1
111.868625,122.74945,144.48385,6.638354912,6.579515779,6.658723614,6.625531435,200,200,1,40000,8290,0.20725,24,40000,0.114086796,0.255578062,0.572993824,0.058201058,0.181818182,0.68627451,1
137.969887,160.538191,159.4291105,7.357655701,7.283377132,7.359391775,7.33347487,1772,1610,1.100621118,2852920,276494,0.096916142,24,2852920,0.277724587,0.310049231,0.694826488,0.22740113,0.207100592,0.694117647,1
187.564075,195.1876,204.425325,6.735696726,6.981007839,7.144539851,6.953748139,200,200,1,40000,14710,0.36775,24,40000,0.124417026,0.103003057,0.804424118,0.074074074,0.056034483,0.898039216,1
232.104225,232.104225,232.104225,3.749307042,3.749307042,3.749307042,3.749307042,200,200,1,40000,8542,0.21355,24,40000,0,0,0.910212647,0,0,1,1
85.26825,97.58935,100.412325,7.580818103,7.416642275,7.235177768,7.410879382,200,200,1,40000,10683,0.267075,24,40000,0.288096616,0.32784562,0.425418725,0.138888889,0.325581395,0.345098039,1
50.677025,80.056525,75.61725,7.007233591,7.187964166,6.268093197,6.821096985,200,200,1,40000,12903,0.322575,24,40000,0.153307223,0.469872554,0.350170588,0.112244898,0.511278195,0.266666667,1
233.8580119,231.1179865,226.5045294,2.566871627,2.376830249,2.417590855,2.453764244,1564,1716,0.911421911,2683824,166889,0.062183288,24,2683824,0.125972565,0.053270091,0.920250349,0,0,1,1
30.769425,47.6156,66.9335,7.39651784,6.899849459,6.126577955,6.807648418,200,200,1,40000,11113,0.277825,24,40000,0.209761512,0.658286137,0.27491549,0.083333333,0.733333333,0.215686275,1
58.54980408,58.54980408,58.54980408,5.962328359,5.962328359,5.962328359,5.962328359,350,350,1,122500,22148,0.1808,24,122500,0,0,0.229607075,0,0,0.196078431,1
157.777275,165.987925,173.408925,7.030697191,7.262561554,7.429235579,7.240831441,200,200,1,40000,9738,0.24345,24,40000,0.235182462,0.140217076,0.688131961,0.076923077,0.076923077,0.898039216,1
120.62075,168.2405,196.25555,6.556058156,7.456122274,7.82124444,7.27780829,200,200,1,40000,13178,0.32945,24,40000,0.183787493,0.586227543,0.879719902,0.092243187,0.603921569,0.945098039,1
87.259175,116.531775,158.892025,7.012798336,7.432882754,7.247475769,7.231052286,200,200,1,40000,12743,0.318575,24,40000,0.172438268,0.561918452,0.625163922,0.072916667,0.524808042,0.807843137,1
144.8166473,125.0400474,171.4114141,7.496643826,7.526650821,7.358248814,7.460514487,2048,2048,1,4194304,364722,0.086956501,24,4194304,0.632868233,0.416845264,0.738214981,0.685714286,0.319018405,0.862745098,1
237.523125,236.273725,236.129925,3.891597798,4.191792405,3.658598131,3.913996112,200,200,1,40000,10280,0.257,24,40000,0.616716856,0.018863668,0.933140196,0.833333333,0.007843137,1,1
105.768575,133.956625,150.847825,7.608660959,7.665388699,7.648660087,7.640903249,200,200,1,40000,13283,0.332075,24,40000,0.161602429,0.372726905,0.595967451,0.120634921,0.303225806,0.662745098,1
116.3107,135.94765,151.379025,7.770862634,7.883564713,7.794322533,7.81624996,200,200,1,40000,11127,0.278175,24,40000,0.220076382,0.305166928,0.610299314,0.112359551,0.327272727,0.690196078,1
243.6527145,243.6215228,243.6125324,2.316726444,2.289078271,2.297089554,2.300964757,625,580,1.077586207,362500,30362,0.083757241,24,362500,0.02829377,0.001858597,0.956015005,0,0,0.996078431,1
183.2551,194.238175,213.48575,6.386802618,6.721310826,6.193023974,6.433712473,200,200,1,40000,11071,0.276775,24,40000,0.381487748,0.26719271,0.877259216,0.483333333,0.175982833,0.980392157,1
151.5622975,153.231142,160.4283854,7.540476182,7.536016023,7.433828644,7.503440283,2048,1536,1.333333333,3145728,210789,0.067008018,24,3145728,0.304341253,0.174619649,0.653208948,0.144444444,0.066666667,0.709803922,1
89.77955,111.3437,159.31985,6.801961245,6.928359799,6.989641608,6.906654217,200,200,1,40000,12398,0.30995,24,40000,0.384919563,0.556458274,0.629686176,0.121212121,0.604395604,0.533333333,1
60.52835,50.3224,38.134275,3.508130691,3.708737831,3.717891646,3.644920056,200,200,1,40000,6566,0.16415,24,40000,0.57412785,0.442081682,0.237523235,0.583333333,0.461538462,0.2,1
128.007,149.379625,141.00395,6.740527591,6.643434211,6.582141938,6.655367913,200,200,1,40000,12561,0.314025,24,40000,0.181592662,0.257861197,0.592858333,0.204301075,0.216434063,0.560784314,1
174.5391386,178.5762488,156.1772311,6.662967508,6.481482309,6.318363283,6.487604367,960,719,1.335187761,690240,45470,0.065875637,24,690240,0.368671849,0.237437089,0.727290593,0.47,0.217391304,0.807843137,1
123.7779815,137.1889349,148.6788903,7.835900939,7.752130377,7.695061331,7.761030882,112,112,1,12544,5331,0.424984056,24,12544,0.285045013,0.262485637,0.601204544,0.125,0.238436067,0.62745098,1
50.08645,49.643725,49.96365,4.444429223,4.329966172,4.927163813,4.567186403,200,200,1,40000,9126,0.22815,24,40000,0.303358458,0.398560542,0.207718235,0.166666667,0.013574661,0.031372549,1
86.88512436,88.09574298,104.3132972,7.551626028,7.416313137,7.488425075,7.485454747,112,112,1,12544,4390,0.349968112,24,12544,0.441109007,0.294605903,0.424642982,0.533333333,0.27615494,0.396078431,1
233.022025,232.981875,233.179525,3.462389249,3.466835431,3.465752769,3.464992483,200,200,1,40000,8357,0.208925,24,40000,0.004824402,0.0015597,0.91457549,0,0,0.992156863,1
237.129725,237.572575,237.1467,4.237863112,4.130436127,4.299776372,4.22269187,200,200,1,40000,9467,0.236675,24,40000,0.114811881,0.015619999,0.936084608,0,0,0.996078431,1
42.494875,78.623775,99.633775,7.657677331,7.255814659,6.602874216,7.172122068,200,200,1,40000,12319,0.307975,24,40000,0.25951448,0.588676236,0.399657059,0.115942029,0.617021277,0.345098039,1
56.293975,60.234275,59.68845,6.985686729,6.913799903,6.702111472,6.867199368,200,200,1,40000,11691,0.292275,24,40000,0.414694412,0.461725525,0.287907843,0.5625,0.45,0.203921569,1
224.366175,224.9224,224.7168,4.184323979,4.113747367,4.216715164,4.171595503,200,200,1,40000,9626,0.24065,24,40000,0.135809993,0.026129916,0.884440098,0,0,0.996078431,1
139.0863915,149.5519563,151.6909871,7.092157871,7.107624423,7.170319303,7.123367199,720,421,1.710213777,303120,35544,0.117260491,24,303120,0.329486698,0.316858767,0.644607364,0.125,0.223809524,0.639215686,1
94.24439806,99.20776549,114.2307649,5.907078496,5.712885455,5.54211354,5.720692497,960,831,1.155234657,797760,84437,0.105842609,24,797760,0.129204676,0.267824492,0.452474586,0,0.105263158,0.247058824,1
231.5451511,228.9591657,224.1102623,2.660167543,2.385631373,2.427643944,2.49114762,1106,1542,0.717250324,1705452,164237,0.096301157,24,1705452,0.142686755,0.055300349,0.91267574,0,0,1,1
103.384925,100.48075,100.571575,4.327598358,4.40016413,4.597293619,4.441685369,200,200,1,40000,8721,0.218025,24,40000,0.386683997,0.266587612,0.406171765,0.666666667,0.222222222,0.054901961,1
229.3667222,227.9708022,225.2429702,2.227841667,2.044733709,2.066360594,2.112978657,1564,1691,0.924896511,2644724,187033,0.070719289,24,2644724,0.118546762,0.050291089,0.905593452,0,0,1,1
221.398525,221.719225,221.944725,4.404973985,4.381058382,4.435967181,4.407333183,200,200,1,40000,11919,0.297975,24,40000,0.090005526,0.02080737,0.874176667,0,0,0.996078431,1
239.4819721,237.3658724,232.8559717,2.176880461,1.815005184,1.914952749,1.968946131,1106,1243,0.889782784,1374758,116332,0.084619984,24,1374758,0.128627869,0.062583181,0.947626921,0,0,1,1
150.2241,162.4093,186.437825,7.341026251,7.469987644,7.357535375,7.389516423,200,200,1,40000,14037,0.350925,24,40000,0.187579711,0.268312231,0.739771471,0.068376068,0.203539823,0.82745098,1
160.7513,164.58515,168.569925,5.86703747,5.821064742,5.862230048,5.850110753,200,200,1,40000,11026,0.27565,24,40000,0.162830014,0.12791272,0.668615784,0.074074074,0.019607843,0.745098039,1
137.310075,201.835275,226.501825,5.830205119,6.744814421,7.154377156,6.576465565,200,200,1,40000,10495,0.262375,24,40000,0.148399185,0.403966438,0.897159902,0.138649425,0.210884354,0.968627451,1
152.820421,172.3331078,182.0142415,7.1725005,7.228289706,7.475586828,7.292125678,1024,576,1.777777778,589824,87012,0.147521973,24,589824,0.248660104,0.224124454,0.721797769,0.14893617,0.187214612,0.741176471,1
109.89965,129.0202,134.780325,7.728120572,7.819186349,7.74212234,7.763143087,200,200,1,40000,11893,0.297325,24,40000,0.187908547,0.282173943,0.548271569,0.152173913,0.222929936,0.580392157,1
177.4655667,181.6380889,237.5046556,4.312049049,5.385624398,5.405827222,5.034500223,300,300,1,90000,17775,0.1975,24,90000,0.217549265,0.285227446,0.936286318,0.009195402,0.02745098,1,1
116.907975,115.14425,106.596775,6.053648363,6.126220857,6.21768349,6.13251757,200,200,1,40000,9487,0.237175,24,40000,0.382075849,0.300282977,0.477212843,0.537037037,0.352112676,0.294117647,1
235.2473241,233.2234222,229.8683331,2.097569422,1.896038975,1.93776886,1.977125752,1564,1809,0.864566059,2829276,186925,0.066068139,24,2829276,0.108665235,0.048903986,0.927955614,0,0,1,1
74.46985,95.138725,119.760625,7.482618191,7.155612543,6.861478218,7.166569651,200,200,1,40000,11523,0.288075,24,40000,0.171188552,0.551398839,0.482783824,0.073333333,0.621621622,0.384313725,1
227.823,227.996625,227.182075,4.593604014,4.421433655,4.436951054,4.483996241,200,200,1,40000,10661,0.266525,24,40000,0.1699792,0.007017679,0.894557941,0,0,0.996078431,1
126.4115625,137.1708869,162.2069439,7.520501597,7.337837005,7.422516019,7.42695154,640,340,1.882352941,217600,27076,0.124430147,24,217600,0.238386788,0.246628021,0.642297416,0.075268817,0.217391304,0.619607843,1
53.24415,44.004175,32.538,4.814512443,5.178596742,5.443683862,5.145597682,200,200,1,40000,8307,0.207675,24,40000,0.546039382,0.546758021,0.213984706,0.583333333,0.490566038,0.207843137,1
145.729675,166.840675,162.309075,6.735188075,6.695339572,6.860550325,6.763692657,200,200,1,40000,11451,0.286275,24,40000,0.20613737,0.14923848,0.654398627,0.195652174,0.128342246,0.705882353,1
103.5229492,104.9145508,110.1230469,6.777657915,6.641885712,6.643168903,6.687570843,64,64,1,4096,1648,0.40234375,24,4096,0.403904217,0.145988036,0.439802581,0.230609668,0.139534884,0.309803922,1
113.1924,160.327925,209.21315,6.695894523,7.413750309,7.524235299,7.211293377,200,200,1,40000,12701,0.317525,24,40000,0.165755698,0.480784106,0.825907157,0.089093702,0.440636013,0.878431373,1
105.5766,130.9481,122.85795,7.592455769,7.479292634,7.537408886,7.536385763,200,200,1,40000,10869,0.271725,24,40000,0.265501928,0.33488167,0.548106471,0.182795699,0.28125,0.501960784,1
150.918775,148.3809,147.160375,7.137409637,7.141391474,7.131556351,7.136785821,200,200,1,40000,13075,0.326875,24,40000,0.315456394,0.191089496,0.618211275,0.2,0.124444444,0.68627451,1
96.7543,118.746525,150.50465,7.376983001,7.416430937,7.655567807,7.482993915,200,200,1,40000,9442,0.23605,24,40000,0.129163304,0.408551247,0.593730392,0.070175439,0.474226804,0.643137255,1
236.790375,239.903175,238.423225,4.065198878,3.763600301,4.11742375,3.98207431,200,200,1,40000,8124,0.2031,24,40000,0.1426778,0.026373392,0.942505196,0,0,0.996078431,1
60.218525,71.16475,85.927525,7.667970622,7.390024069,7.044969294,7.367654662,200,200,1,40000,14671,0.366775,24,40000,0.254727392,0.488829969,0.345957353,0.107767722,0.444444444,0.243137255,1
232.5615,238.2856,238.5271,3.036625931,3.057821282,3.12004406,3.071497091,200,200,1,40000,7458,0.18645,24,40000,0.096538815,0.037800619,0.93813902,0,0,0.996078431,1
143.005175,117.86665,89.57535,6.771677401,6.900155982,6.780506361,6.817446581,200,200,1,40000,11336,0.2834,24,40000,0.668474711,0.525559207,0.581198725,0.694444444,0.461538462,0.694117647,1
228.6896151,225.4933295,220.1682092,2.342936603,2.00995034,2.074020265,2.142302403,1106,686,1.612244898,758716,75043,0.098907892,24,758716,0.139686664,0.070744305,0.89913013,0,0,1,1
153.385475,182.719975,177.050825,6.851412334,6.871268051,7.262505618,6.995062001,200,200,1,40000,13715,0.342875,24,40000,0.312544502,0.286433575,0.75078,0.15952381,0.276785714,0.933333333,1
123.3315642,150.0784186,174.717799,6.665240627,6.529590141,6.345073027,6.513301265,960,862,1.113689095,827520,94534,0.114237722,24,827520,0.196325418,0.410301792,0.690367775,0.124444444,0.393258427,0.77254902,1
79.98125,72.49725,77.1899,7.516779293,7.453731742,7.460598489,7.477036508,200,200,1,40000,13668,0.3417,24,40000,0.647008538,0.209039212,0.329505686,0.695652174,0.150943396,0.274509804,1
138.01628,137.1544712,143.2996181,6.041017066,6.137031053,6.12739278,6.101813633,960,862,1.113689095,827520,113447,0.137092759,24,827520,0.315129307,0.196941574,0.58622658,0.035714286,0.147727273,0.470588235,1
216.8167328,210.7291414,215.859989,3.363403189,3.43686654,3.554184523,3.45148475,929,854,1.087822014,793366,51553,0.064980097,24,793366,0.172070425,0.129490902,0.878639841,0,0,0.996078431,1
226.634325,224.9374048,220.9921924,2.387427839,2.020166951,2.091629169,2.166407986,1098,1072,1.024253731,1177056,136741,0.116172043,24,1177056,0.143293624,0.053700582,0.89009858,0,0,1,1
138.179675,174.377675,217.94215,6.169765714,6.761849316,6.95324046,6.628285164,200,200,1,40000,12720,0.318,24,40000,0.248633238,0.433430874,0.870239706,0.083333333,0.423529412,0.921568627,1
113.236175,118.73775,117.061775,7.455256611,7.427716573,7.30399191,7.395655032,200,200,1,40000,13780,0.3445,24,40000,0.293086656,0.262170244,0.503764804,0.252873563,0.222222222,0.439215686,1
134.7885965,127.624601,168.9525474,7.199824967,7.207303804,7.324703996,7.243944256,800,448,1.785714286,358400,70665,0.197167969,24,358400,0.645467288,0.311659137,0.677343662,0.738095238,0.2,0.788235294,1
235.0241,240.663175,235.208175,4.200401326,4.062867755,4.298017915,4.187095665,200,200,1,40000,7728,0.1932,24,40000,0.318521157,0.032266945,0.945601373,0.305555556,0.023809524,0.988235294,1
62.7366,61.09665,65.990975,7.380314969,7.262462593,7.305259192,7.316012251,200,200,1,40000,13698,0.34245,24,40000,0.381408356,0.273606404,0.278197843,0.277777778,0.217391304,0.211764706,1
119.751975,121.171475,132.522225,7.666627159,7.67832824,7.688874264,7.677943221,200,200,1,40000,10857,0.271425,24,40000,0.373092688,0.27359444,0.554511961,0.166666667,0.188340807,0.584313725,1
238.7242312,234.6821835,227.6937854,2.623654377,2.515035067,2.60255125,2.580413565,1519,2015,0.753846154,3060785,229372,0.074938945,24,3060785,0.136728132,0.069639359,0.940538117,0,0,0.996078431,1
81.330625,88.267225,73.87765,7.326186151,7.608757401,7.524382801,7.486442117,200,200,1,40000,11063,0.276575,24,40000,0.369390844,0.475874656,0.405437647,0.345238095,0.39607175,0.317647059,1
203.8486935,207.1967312,206.8748662,4.616840349,4.628663167,4.657674661,4.634392726,1080,1550,0.696774194,1674000,162317,0.09696356,24,1674000,0.067851752,0.056373542,0.820542819,0,0,0.976470588,1
197.592325,197.797825,197.808575,6.209080984,6.205239143,6.32311766,6.245812596,200,200,1,40000,10362,0.25905,24,40000,0.062682379,0.006272336,0.77655902,0,0,0.823529412,1
233.258275,234.53755,235.289025,3.562205861,3.59536821,3.613790534,3.590454868,200,200,1,40000,8665,0.216625,24,40000,0.029027737,0.013710174,0.923432549,0,0,0.992156863,1
83.12455,98.856375,91.447825,7.486718759,7.71632991,7.428886589,7.543978419,200,200,1,40000,11224,0.2806,24,40000,0.282647074,0.375904039,0.416034412,0.285714286,0.284848485,0.450980392,1
46.61765,51.3442,44.430775,5.518835564,5.812666409,5.512507937,5.61466997,200,200,1,40000,10139,0.253475,24,40000,0.231112935,0.341302858,0.207441569,0.277777778,0.206896552,0.043137255,1
162.317625,172.673775,178.9161,6.674121837,6.711149097,6.793978423,6.726416453,200,200,1,40000,11635,0.290875,24,40000,0.139189924,0.150009953,0.706174412,0.090909091,0.065961957,0.760784314,1
241.2542,241.5386,242.17665,2.179903696,2.177238306,2.200796171,2.185979391,200,200,1,40000,5196,0.1299,24,40000,0.043316605,0.015645363,0.950242549,0,0,0.996078431,1
236.613025,236.613025,236.613025,2.846159968,2.846159968,2.846159968,2.846159968,200,200,1,40000,7656,0.1914,24,40000,0,0,0.927894216,0,0,0.980392157,1
94.377825,96.864825,132.1563,7.602466138,7.587164409,7.570103578,7.586578042,200,200,1,40000,13628,0.3407,24,40000,0.398190608,0.388709292,0.541133922,0.444444444,0.3,0.580392157,1
112.412925,122.94755,139.330725,6.866520241,6.640811884,6.308483263,6.605271796,200,200,1,40000,14931,0.373275,24,40000,0.17985361,0.416892873,0.560221961,0.061728395,0.392156863,0.596078431,1
71.76105,64.01405,54.33875,5.374101218,5.217618208,5.241409002,5.277709476,200,200,1,40000,11664,0.2916,24,40000,0.543689877,0.431550911,0.297363725,0.580246914,0.481481481,0.211764706,1
58.4062,66.63,63.2762,6.752894713,6.957617388,6.774094581,6.828202227,200,200,1,40000,15099,0.377475,24,40000,0.218808136,0.30337206,0.282341471,0.136666667,0.215686275,0.180392157,1
201.1039329,206.1208287,207.6353962,4.811332648,4.72105816,4.819070941,4.783820583,1098,1454,0.755158184,1596492,185270,0.116048186,24,1596492,0.176087214,0.11380558,0.835577663,0.013605442,0.003921569,1,1
238.621725,239.766875,240.309225,3.009362391,3.044305915,3.073268031,3.042312112,200,200,1,40000,6720,0.168,24,40000,0.01933146,0.009452623,0.942945588,0,0,0.992156863,1
127.8384721,131.8717696,142.5498923,6.134729172,6.121475034,6.116352755,6.124185653,597,280,2.132142857,167160,35439,0.212006461,24,167160,0.264990819,0.455699036,0.628302437,0.14600551,0.367346939,0.564705882,1
85.988675,101.148175,100.88125,7.706001787,7.614794069,7.382983192,7.567926349,200,200,1,40000,10939,0.273475,24,40000,0.287388512,0.385393519,0.450755686,0.2,0.320254772,0.439215686,1
112.1373,120.821675,119.471,6.718695786,6.731801255,6.641698348,6.697398463,200,200,1,40000,12955,0.323875,24,40000,0.287231399,0.28882581,0.497565882,0.214285714,0.17433545,0.360784314,1
227.172275,227.191825,231.266125,3.976716319,4.155942996,4.170753002,4.101137439,200,200,1,40000,9929,0.248225,24,40000,0.094544734,0.032494597,0.90915451,0,0,1,1
236.975575,237.532275,236.630475,3.629915176,3.444246129,3.47336459,3.515841965,200,200,1,40000,8484,0.2121,24,40000,0.143123261,0.023216879,0.936907353,0,0,0.996078431,1
40.00895,46.608575,50.36525,5.942119511,6.001318785,5.730853527,5.891430608,200,200,1,40000,9166,0.22915,24,40000,0.237678252,0.356157935,0.205446471,0.104166667,0.333333333,0.039215686,1
121.6258681,149.0946181,162.2634549,7.434206383,7.497687466,7.396199022,7.442697623,48,48,1,2304,1540,0.668402778,24,2304,0.379204513,0.319979389,0.661805556,0.196969697,0.239034244,0.694117647,1
139.6349705,172.895811,189.5298633,5.71042587,6.216953628,6.07675893,6.001379476,375,395,0.949367089,148125,36827,0.248621097,24,148125,0.142468218,0.342808682,0.765270112,0.069002123,0.277511962,0.941176471,1
231.30605,231.30605,231.30605,3.700115274,3.700115274,3.700115274,3.700115274,200,200,1,40000,8227,0.205675,24,40000,0,0,0.907082549,0,0,1,1
68.8546,61.771725,68.9438,6.541731231,6.387149241,6.497320855,6.475400442,200,200,1,40000,12026,0.30065,24,40000,0.544969874,0.472951022,0.329590294,0.583333333,0.481481481,0.211764706,1
129.538475,139.9274,131.3395,7.541992399,7.597536118,7.578315615,7.572614711,200,200,1,40000,15698,0.39245,24,40000,0.251552808,0.195273021,0.559645294,0.207619739,0.114754098,0.639215686,1
94.50980944,121.2687673,133.715056,7.163212592,7.034991445,6.476734573,6.891646204,960,844,1.137440758,810240,94815,0.117020883,24,810240,0.200506833,0.485637278,0.546731673,0.125,0.551724138,0.545098039,1
61.351225,111.93005,126.617875,7.740644442,7.670520504,7.007897012,7.473020653,200,200,1,40000,12698,0.31745,24,40000,0.282077332,0.569165697,0.524110196,0.139124294,0.577272727,0.525490196,1
138.091425,134.4419,122.49925,7.238571591,7.343705513,7.421584105,7.334620403,200,200,1,40000,13474,0.33685,24,40000,0.380078583,0.155031726,0.552408039,0.528985507,0.055172414,0.556862745,1
98.20915,87.275075,75.55545,7.112137257,7.386052632,7.430280065,7.309489985,200,200,1,40000,11195,0.279875,24,40000,0.414343992,0.463771556,0.406597843,0.55,0.41025641,0.305882353,1
60.425775,90.693325,82.798725,7.324857826,7.141718634,6.723547199,7.063374553,200,200,1,40000,11120,0.278,24,40000,0.296596756,0.415461817,0.375167255,0.205882353,0.364705882,0.325490196,1
83.84805,119.0833,128.530025,7.753741749,7.800741119,7.42341848,7.659300449,200,200,1,40000,11975,0.299375,24,40000,0.220809208,0.444649597,0.530680882,0.141325536,0.433333333,0.505882353,1
77.66092028,90.95719533,96.97870078,7.688419128,7.627722872,7.528172609,7.614771537,526,295,1.783050847,155170,27410,0.17664497,24,155170,0.370317797,0.554879734,0.471740065,0.225925926,0.513274336,0.458823529,1
155.339825,196.343025,233.11635,5.437818513,7.107947977,7.70907609,6.751614193,200,200,1,40000,11609,0.290225,24,40000,0.163750869,0.342116186,0.917583922,0.099702381,0.276190476,0.976470588,1
77.19046616,84.57993439,98.52571133,6.245926925,6.260229034,6.125913234,6.210689731,960,905,1.060773481,868800,62202,0.071595304,24,868800,0.214207641,0.253183061,0.394341932,0.19047619,0.148148148,0.388235294,1
233.71945,236.342725,236.284025,4.011326729,3.974984254,4.039400525,4.008570503,200,200,1,40000,9720,0.243,24,40000,0.099623894,0.028615225,0.931401078,0,0,0.996078431,1
146.6921816,143.3838994,147.9125563,6.40203323,6.378114219,6.376555551,6.385567667,960,795,1.20754717,763200,65225,0.085462526,24,763200,0.375770839,0.198273243,0.609923814,0.527777778,0.114583333,0.607843137,1
104.2230286,103.0052932,101.8361177,6.165986408,6.308491375,6.280800782,6.251759521,960,847,1.133412043,813120,80675,0.099216598,24,813120,0.343257344,0.286348642,0.426066693,0.481481481,0.184615385,0.211764706,1
104.2230286,103.0052932,101.8361177,6.165986408,6.308491375,6.280800782,6.251759521,960,847,1.133412043,813120,80675,0.099216598,24,813120,0.343257344,0.286348642,0.426066693,0.481481481,0.184615385,0.211764706,1
99.219275,101.6964,108.358325,6.735459406,6.577081527,6.530995579,6.614512171,200,200,1,40000,9524,0.2381,24,40000,0.280622842,0.254680279,0.438007451,0.116666667,0.192307692,0.274509804,1
137.7238984,146.5882549,146.7751104,5.80964717,5.77498006,5.646943599,5.743856943,350,343,1.020408163,120050,22681,0.188929613,24,120050,0.188278769,0.179970808,0.590736246,0,0,0.643137255,1
58.79187342,61.56275814,65.25610361,3.984579376,4.026274176,4.037415561,4.016089704,971,671,1.44709389,651541,78048,0.119789852,24,651541,0.073651456,0.065739126,0.258150404,0,0,0,1
89.9896875,101.7854688,119.6157812,7.820799576,7.698808707,7.584922206,7.701510163,80,80,1,6400,2935,0.45859375,24,6400,0.250574575,0.369615866,0.483451593,0.08974359,0.311534806,0.517647059,1
89.85283801,101.8097895,119.520727,7.826562201,7.710990447,7.608345491,7.71529938,112,112,1,12544,5177,0.41270727,24,12544,0.256651721,0.372129072,0.48382603,0.091666667,0.314606742,0.517647059,1
51.84425,48.1712,59.3528,6.977519427,6.828711819,6.924573996,6.910268414,200,200,1,40000,12690,0.31725,24,40000,0.548445604,0.385258796,0.243644608,0.675925926,0.333333333,0.219607843,1
68.878525,138.411875,223.08275,5.726229896,7.301289036,7.099717175,6.709078702,200,200,1,40000,10427,0.260675,24,40000,0.10330819,0.713587353,0.887074608,0.081666667,0.685714286,0.941176471,1
118.977875,122.931825,134.177725,6.308966783,5.849536308,5.603832534,5.920778542,200,200,1,40000,11636,0.2909,24,40000,0.115581025,0.35142234,0.527593922,0.013888889,0.031372549,0.431372549,1
236.865675,237.77555,238.023625,3.334603424,3.350441316,3.356522986,3.347189242,200,200,1,40000,8573,0.214325,24,40000,0.099112014,0.013813037,0.936296078,0,0,0.996078431,1
36.326475,36.326475,36.326475,1.747721571,1.747721571,1.747721571,1.747721571,200,200,1,40000,4569,0.114225,24,40000,0,0,0.142456765,0,0,0.121568627,1
